Consumer complaint narrative,label
"Four times this year, someone has been able to access my credit card account and change my address to get another credit card and 1 time in XXXX that tried to use it to get {$250.00} if the card. Even though I have a freeze on my account, and they are suppose to send a code to my phone to make any changes. 3 times it was for an address in XXXX and 1 time it was for an address in XXXX, XXXX, which I haven't lived in XXXX, XXXX in almost 9 years. I just found out on XX/XX/2018, that someone tried to get another card from my account, even thought I have a fraud alert and I froze my account. Everytime this happens it lowers my credit score. I have a XXXX credit score and I'm trying to buy a house. I don't want to close this account as it will lower my score even more. I have 7 credit cards and this is the only one that keeps getting hacked. I'm thinking now that it is an inside job. No matter how my alerts or freezes I put on this account, even changing the name to my married name, someone is still able to access this account. They have sent me 4 new cards and it hasn't done any good. I WANT THIS TO STOP. I'm going to pay this account off and never use this account again. I shouldn't have to do this.","Credit reporting, repair, or other"
"I had my identity stolen in XX/XX/XXXX. The thieves opened 2 credit line accounts with XXXX XXXX. I found out in XX/XX/XXXX. Had a police report made and notified the the 3 Credit Bureaus. All of them is such a difficult thing to get help. almost impossible. The websites aren't clear as to what to do. The numbers they provide are not right, as they are automated and no way to speak to a person. In special with XXXX, I filed a dispute, notified them of the identity theft back in XX/XX/XXXX, printed a report with the information and as of today, XX/XX/XXXX my credit is still showing the derogatory information. 
It is absurd what a person has to go through after being victimized by thieves. Something needs to be done about these companies. Trans Union is the same thing. I notified the 3 of the fraud, yet, I had to spend the day talking to them.","Credit reporting, repair, or other"
I recently reviewed my credit profile and noticed inaccuracies and false accusations and fraudulent accounts.,"Credit reporting, repair, or other"
"The following companies ran unauthorized credit report on me..At no time did I give them permission to inquiry about my credit status, such inquiries made were for no legitimate business purpose. This is a violation of the Fair Credit Reporting Act and a serious breach of my privacy rights.. please delete this misleading information XXXX  XXXX, XXXX XXXX","Credit reporting, repair, or other"
"XXXX  Credit Monitoring notified me of I C System incorrectly reporting a {$700.00} collection account when I have never even heard of I C System. I have never received a single phone call or a single letter from I C System. This, of course, is in direct violation of the FCRA. 

I C System reports XXXX as the original creditor to XXXX. This is entirely FALSE. I have never once been late with my XXXX  account which has always been in GOOD STANDING. 

In fact, {$0.00} balance is due as the actual balance of only {$6.00} which was not due until XX/XX/20 has already been PAID IN FULL more than two weeks in advance. The next regular bill is NOT DUE UNTIL XX/XX/20. 

Either I am a victim of IDENTITY THEFT or I C System is fraudulently attempting to collect a balance that is NOT DUE. 

I called the number that XXXX  provided for I C System and no live person answers. A recorded message repeated itself before the call disconnected. 

There is {$0.00} due to XXXX and certainly there is {$0.00} due to I C System, whoever they are. 

I would like to know why they are fraudulently attempting to collect an amount that is not owed, why they have failed to send a single letter regarding their fraudulent collection effort and why they failed to make a single phone call regarding their fraudulent collection effort.","Credit reporting, repair, or other"
"Have had a couple years of problems getting an auto loan and replacement credit cards with current companies due to a credit freeze that was put on incorrectly. 
XXXXmy wife, died XXXX I wrote all three agencies, Experian, XXXX XXXX and XXXX to update my information and remove ALL credit Freezes and alerts since they are blocking me. 
XXXX I called all three agencies to check that the remove was done and deleted. They said they would have it posted in 48 hours. 
XXXX I later I reapplied for a credit card and they said the freeze and alert was still there and there was no phone numbers. Secondly, it shows that a NEW credit freeze was put on one of the agencies and therefore ALL three agencies put the freeze back on since they share information.","Credit reporting, repair, or other"
Unauthorized and unverified accounts appear on my credit report,"Credit reporting, repair, or other"
"I was trying to buy my first vehicle and the salesman pulled my credit and told me that my credit was pretty bad for the amount I was trying to get approved for. I asked him what was the problem with my credit and he showed me my report. There are many derogatory items that do not belong to me. Please delete these items. 

XXXX XXXX  XXXX {$520.00} XXXX XXXX XXXX {$150.00} XXXX XXXX XXXX XXXX {$160.00} XXXX XXXX XXXX XXXX {$80.00} XXXX XXXX XXXX XXXX XXXX {$120.00} XXXX XXXX  XXXX {$240.00}","Credit reporting, repair, or other"
I'm really not sure what happened. I have mailed off letters to the credit bureaus continuously and thus far I have not gotten a response.My name is XXXX XXXX XXXX and I am filing this complaint for falsely reporting misleading information.There is no third party involved.Please review the uploaded letters.,"Credit reporting, repair, or other"
"In XX/XX/2020 a dealership in XXXX regarding a vehicle inquiry and the salesperson promised that they won't run my credit but within a few minutes I noticed that they made more than 10 inquiries on my credit with my consent I contacted the dealership and the financial institutions many times but they are not cooperating. So I would appreciate if you helped in removing these inquiries from my credit. 

Thanks XXXX XXXX","Credit reporting, repair, or other"
"To whom it may concern ; I check my credit and notice some fraud accounts on my credit that I did not Authorize. I have no Knowledge or have I open any of these Accounts This is fraud, and I want to put a fraud Alert on my credit so that this will not happen again.","Credit reporting, repair, or other"
A few weeks ago I sent letters to all XXXX credit bureaus regarding some items on my credit report which I know are not accurate which is a violation of the FCRA and FDCPA and you must abide by the law. Everything I have provided in my letters is true and accurate to my knowledge. Ive received emails and letters saying Im using a 3rd party which is incorrect because I am the one sending my letters out and filing this complaint with no help from a credit repair company or 3rd party. The CRAs are in violation of my rights due to not providing a notice of dispute and for failure to communicate to me that I disputed stuff on my credit. I request these accounts to be deleted from my credit asap or I will take legal action and hire a lawyer. I want to purchase a house soon and this holding me back.,"Credit reporting, repair, or other"
"This complaint is against S & S Recovery , Inc. for publishing an unauthorized debt collection account to my credit report without any form of validation, contract, or legal right to do so. I was never notified, never served, and never received my dispute rights under FDCPA 809.

They are illegally using and reporting my personal data, without consent, and are damaging my credit profile. Their failure to respond to debt validation demands and refusal to provide proper documentation qualifies as willful noncompliance. 

I am demanding deletion, cease and desist, and written confirmation within 10 days. They have already harmed my financial standing and mental health. I have prepared litigation and will pursue maximum statutory damages.",Debt collection
"I hired XXXX XXXX XXXX to negotiate with my creditors and resolve any past due balances I enrolled in a payment plan in 2017 at XXXX monthly until all accounts were resolved currently still in program at working off the last ( 7 ) XXXX XXXX XXXX Credit card Services was the only account left after several attempts by XXXX XXXX XXXX they refused to negation and would no loner speak to my representatives that took over my debt, I am XXXX XXXX XXXX a only receive below standards of Living income monthly. I personally tried to reach out to XXXX XXXX XXXX and was told the account was a charge off and was sold to Hunt & Heriques Law firm,  XXXX XXXX drafted up a summons and complaint with outrageous add on fees that XXXX XXXX XXXX never had a XXXX bill went to XXXX and I do not recall ever getting to XXXX with XXXX XXXX XXXX, This law firm Filed this with a court in XXXX county superior court I do not live anywhere near this county they falsified to the court it had jurisdiction got a summons and complaint then went to a family members house where I never lived at and gave the summons and complaint to a family member XXXX XXXX I have a Video off a XXXX  camera with process server not even asking for me by name only asking name of the family member. This firm is buying old debt for penny 's on the dollar the lying to the court it served papers on the Defendants I personally researched over 80 cases thrown out for improper service This firm has no legal right to any compensation they do not even have documented proof beyond my name a old credit card account no signed agreements between even opening the account XXXX XXXX XXXX has reached out to this law firm however so far unsuccessful. If I do owe Money they do not have the right to collect it under law XXXX XXXX XXXX does have that right not them I was also told by XXXX XXXX XXXX the matter is resolved and why this Law Firm Hunt & Henriques is using the name XXXX XXXX XXXX as the Plaintiff Because they are not this a a bought account Charge Off and submitting untruthful statements under the penalty of perjury is a crime countless victims have been abused by this firm in the past and has several new cases Filed in XXXX superior court in XXXX California the main objective of this firm is to file bogus law claims against people improperly serve them by any means a try to win by default because the person was never legally aware about legal action like myself was contacted by 3rd party Family member after the fact if this law firm actually represented XXXX XXXX XXXX they would have a full file with signed documents with my name and a list of charges down to the last penny its called accounting XXXX XXXX XXXX  has the funding to pay XXXX XXXX XXXX XXXX this Hunt & Heriques has failed to negotiate ( XXXX XXXX want to make money in legal fees to line his pockets with money that is not due to him and the law firm he works for located in XXXX ca.",Debt collection
"SPS Select Portfolio Servicing of XXXX XXXX XXXX, UT appears to be a debt collection agency, who started a systematic harassment by mail debt collection campaign against wife, XXXX XXXX. 

This harassment following a failed foreclosure attempt over the past 2 years ( XXXX-XXXX ) by XXXX XXXX XXXX and their attorneys ( XXXX ) over a 2nd Mortgage default loan by XXXX, approximately 10 Years ago. 

During XXXX-XXXX time period of XXXX/XXXX ( attempt to foreclose on our residence, XXXX XXXX XXXX, XXXX, VA XXXX, on legal advice & assistance of Mr. XXXX XXXX, Attorney, XXXX XXXX, VA, both myself, XXXX XXXX, and wife, XXXX, entered Chapter XXXX Trustee Protection, twice, that prevented the foreclosure attempt by XXXX/XXXX legal agent.",Debt collection
National credit adjusters after giving then police reports and ftc identify theft report put a collection on my XXXX  report that legally needs to be removed.this is illegally on my XXXX credit report. My ss # is XXXX.I have given proof of this to my attorney who has taken several companies to court on my behalf,Debt collection
Around 2012 I paid this card with proof from bank and it was sent to collections by original bank. Now Cach LLC will not accept it was paid with proof and it remains on credit reports.,Debt collection
I have already had to file a complaint against diversified adjustment service with the BBB because they were threatening my credit report and refused to allow me to dispute a debt they keep calling me over. I advised them I am disputing the debt and they will not allow me to do so. Now they constantly call my phone to harass me. I have told them 4xs now to stop calling my phone and they will not. This is harassment and I want it to stop. I just called XXXX XXXX today and advised XXXX the third party they sent information to is harassing me and I want it to stop as I have been making monthly payments to XXXX XXXX for a past due balance. XXXX XXXX  gets $ XXXX as we originally agreed to before they placed my account in collections and I am now being harassed and it is against the FDCPA to continue to call and harass a consumer after they are told to stop and after I advised them I am disputing the debt. They are to not call me for 30 days while they investigate the dispute in which they have failed to do. I want a validation and verification of debt from Diversified Adjustment and I want them to stop harassing me. I have already asked 4xs to stop.,Debt collection
"There was an account opened under my name some time in 2017, the original creditor was XXXX XXXX XXXX, it has now turned into a collection agency with a company named I.Q Data Internatio XXXX XXXX   XXXX, XXXX, WA XXXX. I have tried disputing this information with XXXX, i have filed an identity theft report, filed multiple disputes on this collection account. And they still won't remove it from my credit report. I even tried calling the collection agency my self, and they were nasty rude people, they did not care about anything else but their money, even when i told them that it wasnt my account.",Debt collection
"I am disputing the validity of the debt that is being reported and/or collected. Under the Fair Debt Collection Practices Act ( FDCPA ), 15 U.S.C. 1692g, I am requesting full validation of this alleged debt.

Specifically, I am requesting : * The name and address of the original creditor.

* The original account number.

* An itemized breakdown of the amount claimed, including principal, interest, fees, and any other charges.

* Documentation that proves you are legally authorized to collect this debt, including a copy of the assignment or contract showing your right to collect. 
* Confirmation of whether this alleged debt has been reported to any credit bureaus, and if so, which ones and what information was furnished. 
Until proper validation is provided, you must cease all collection activity and stop reporting or verifying this debt with any credit reporting agencies, as required by the FDCPA and the Fair Credit Reporting Act ( FCRA ). 
If you can not provide the requested validation, I am requesting that you immediately stop all collection efforts and remove any negative reporting related to this alleged debt. 
This is not a refusal to pay, but a request for validation and verification of the claim in accordance with my rights under federal law.",Debt collection
Account Details Original Lender MEDICAL Account Number XXXX Account Type Not Reported Responsibility Individual Credit Limit Not Reported Highest Balance {$150.00} Payment Details Amount Past Due Not Reported Date of Last Payment Not Reported Monthly Payment Not Provided Payment Frequency Not Reported Lender Info XXXX XXXX XXXX XXXX XXXX XXXX XXXX IN XXXX ( XXXX ) XXXX,Debt collection
"This particular account situation that is lately filing on my own credit document has a seriously unfavorable relation to my personal ability to obtain a present loan application. I highly recommend you generate verification that Credit Union has been reported completely in accordance with the Fair Credit Reporting Act regulations, it's really a serious problem to misreport. Moreconfirmation of the aforesaid item too. My proper request mustover, I was never 30 days/60 days/120 days late in any of my payments and I'm not greatly tuned in to the date opened so I prefer to ask you be investigated as soon as possible and confirmed to be correct. Thanks!",Debt collection
"My FICO score drop to XXXX from XXXX suddenly on XXXX and when I search for "" WHY '' i got notify from the bank to go for a credit report at XXXX which I did got the report. Per report- a Debt collection account opened on XXXX with a balance amount of {$170.00} which I didn't aware of that. I contacted with them and got replied- they sentmailed me and also call my cell-phone number but none of the calls or even letter I didn't received from them not even any debt related noticed. I moved from my old address to the new address on XXXX. I did the address change at USPS at the same time when I already moved and I received all my mailed that delivered to the old address and still continuing receiving but again- I didn't received any mail or noticed related with Debt collection. However, when I verified my address with the collection department they have my current address. 

NOTE : I didn't received any prior noticed or calls regarding this issue and my credit score drop due to collection department Debt procedure which damaged my credit history as well as to purchase my new vehicle and also to purchase some home appliance stuff. 

I would like to request to pay attention to this matter and help me to resolve this issue as soon as possible.",Debt collection
"XXXX XXXX from Imperial Finance Corp has been attempting to contact me and my wife for a made-up debt of over {$55000.00}. I have been called, texted, and emailed repeatedly. 
XXXX of the emails had several other unknown personal email addresses copied. They are spamming random people over this. 

The website ( IMPERIALFINANCECORP.COM ) appears to have only existed since XX/XX/2023. The website is highly suspicious and contains very little information, and only XXXX way to contact "" them '' by email at XXXX There also appears to be no legal business registration or location. 

They are using many invasive tactics, calling and texting outside of normal business hours, repeatedly calling and have not stopped when asked to do so. 

The fact they are also calling my wife attempting to "" look for me '' is also concerning.",Debt collection
"Rushmore Loan management XXXX will not permit applying for loan modification online and direct you to call. However, they do not answer the phone and the phone directs you to go online. 

I have spent hours trying to reach this company to no avail. Many times they tell you to call back during business hours but it is during business hours. 
Rushmore recently bought my loan from XXXX and they are a sham! 

They need to be required to staff appropriately to meet the needs of their customers during this critical time. 

It is unacceptable to just ignore refinancing, loan modification and other needs of customers.",Mortgage
"I closed out my mortgage loan with Selene Finance when I sold my former house on XX/XX/2018. I was told by the closing attorney that Selene Finance would send me a check for the excess money in my escrow account within 20 days of closing. Selene Finance has confirmed that there was approximately {$4000.00} in my account but they have not sent it to me, despite numerous attempts to contact them.",Mortgage
"This complaint is for TCF, Identical complaint filed for XXXX XXXX XXXX There are two lenders involved in my complaint. I had a HELOC loan with TCF bank that sold my loan to XXXX XXXX  XXXX  back in XXXX of this year. This loan was actually converted to a long term loan many months earlier and we no longer have the ability to draw on that loan according to our agreement. Before even making our first payment with our new loan servicer they reached out to us looking for the first payment in XXXX. I explained XXXX 's payment was made with the first loan servicer and we have sent them proof of that payment. Each month we pay the same amount to them as we did our previous loan despite requests for different payment amounts each month, asking for mostly smaller amounts. We have made several attempts to provide XXXX  with documentation that this payment was made and that we were current as of the date of the loan being sold. The original servicer has provided us with the documentation but is unwilling to contact the second directly each time telling us they can't contact them anymore and to give them a new document proving we have paid. Each time I call the new servicer they humiliate me reminding me I am late and this is an attempt to collect a debt. One lender selling a loan to the next shouldn't be my problem to fix as the problem was created in the sale of the loan. I feel I'm running out of options but certainly don't want to pay another payment to them that we don't owe them. This practice can't be acceptable and I'm asking for help.",Mortgage
"I currently have my mortgage with GMFS, serviced by XXXX XXXX XXXX XXXX. I have had continuous problems over the past several months. On XX/XX/2020 I inquired through their web portal about any assistance being offered during the COVID-19 pandemic. I received a response back on XX/XX/2020 advising me of the terms and conditions of a forbearance program and that my account may be eligible. After reviewing the terms and conditions I responded back via the web portal on XX/XX/2020 advising I would not be interested in taking advantage of the forbearance. On XX/XX/2020 I received a response from XXXX XXXX XXXX advising a request had been put in to stop the forbearance. 
I made my payment as scheduled for XXXX ; however, I received a robocall within a couple of days advising my forbearance had been approved. I signed on and noticed the payment I made did not apply towards my monthly payments ; however, to unidentified funds. I sent yet another response on XX/XX/2020 advising them I declined the forbearance and I would like my payment corrected. On XX/XX/XXXX I received a response back stating the cancellation was put in on XX/XX/XXXX for forbearance and that my payment would be applied correctly. Keep in mind, I never authorized this forbearance. At this point I assumed all would be well. The exact same thing happened for XXXX and XXXX. After speaking with a supervisor ( I do not remember the date ) I was advised my account did go through the full three months of forbearance ; however, all payments were posted accordingly. I did have to write in and/or call every month to have my payments corrected. It got so bad that I had one associate tell me over the phone that I had only made a partial payment. All of this was eventually straightened out. After all this is said and done, I now have a forbearance on my record with this company and that is not fair. I specifically said I do not want it. Also, I have tried to set up ACH for the past two months. To this day, I keep getting denial letters for ACH because my account is in "" Forbearance ''. Once again, this is unfair, as I now don't have something available to me that other customers have available to them, especially when the account should have never been in forbearance. I have spoken with two associates regarding this and they could not give me a reason as to why the ACH is getting kicked back for forbearance. The management team does not make themselves readily available for escalated situations rather you have to wait on them to call you whenever they have free time. 
I feel as though I am stuck. I can not easily go out and refinance my house as that usually cost a nice chunk of money out of pocket ; therefore, I have to be subjected to the poor service and having things on my record I didn't ask for.",Mortgage
"I was predatory serviced against, predatory lended against and uncovered money laundering, bank fraud, mortgage fraud. Bank servicers I uncovered later had falsified information on where down payment on property came from. Not from a FHA gift letter. As they said in paperwork on closing. Came from a mortgage loan on another property not connected and funds were then wire transferred from bank to bank and coming back into same bank it originated from. This originated in XXXX to XXXX. When XXXX was going thru a bank acquisition of XXXX XXXX XXXX. And used XXXX XXXX XXXX   papers during purchase. The bank got mortgage back securities from XXXX XXXX and XXXX XXXX as collateral on a falsified note. Title company records from XXXX XXXX XXXX XXXX has loan paperwork. County records can prove that other things took place. Lien deeds put on said property by perpetrator of fruad involvement prior to being hired at bank as a mortgage servicer. And another hired that was family related also involved in the fraud and mortgage predatory servicing.",Mortgage
"On XX/XX/19, I e-signed an Intent to Proceed notice with TD Bank for a mortgage loan. The closing date for this transaction was scheduled for XX/XX/19. My attempts to communicate with the loan officer and loan processor since signing the Intent to Proceed have been largely unsuccessful resulting in missed deadlines and a failure to meet the original closing date. Between XX/XX/19 and XX/XX/19, I sent 6 emails to my loan officer and/or loan processor and not a single one was replied to. Over the same approximate 1-month period, I left 11 voicemail phone messages ( no phone calls were ever answered immediately ). Only three of my calls were returned. I received a conditional approval on XX/XX/19 from the lender. I submitted the required documentation to the best of my ability with minimal to no guidance provided by the lender. Due to lender 's failure to respond to my attempted outreach, at no time was I aware if the submitted documentation would be acceptable. 

The conditional loan approval correctly stated the closing date XX/XX/19. An initial closing disclosure is required by XX/XX/19 in order to close by XX/XX/19. TD Bank did not meet the XX/XX/19 deadline for the closing disclosure. I was informed via email onXX/XX/19( the first email response I received since XX/XX/19 ) that the lender has not performed an employment verification. I was informed by TD Bank that a written verification request was sent to my employer on XX/XX/19, the day the closing disclosure was due. During one of the few successful phone calls on XX/XX/19, I asked the loan processor if any documentation was needed for employment verification. I was informed TD Bank would independently obtain the verification. As of XX/XX/19, to my knowledge the only item which is required to complete underwriting is the written employment verification. However, I can not confirm this is the only requirement for underwriting due to the lack of communication. As of the filing of this complaint, I have not received the completed appraisal, the initial closing disclosure, or even a proposed revised closing date. 

TD Bank has failed to display any good-faith efforts indicating that they attempted to close this loan on-time. Outreaches to the TD Bank loan officer and processor have been almost nonexistent. Outreach to TD Banks customer service line has been successful, however, the amount of assistance they can provide me in limited to what is recorded in the system by the loan officer or processor. As a result of the failure to meet the disclosure deadlines and closing date, I now face potential consequences of monetary damages and a cancellation of sale through no fault of my own.",Mortgage
"I am writing about Specialized Loan Servicing ( XXXX XXXX XXXX, XXXX XXXX XXXX XXXX CO XXXX XXXX www.sls.net ). Unfortunately, my mortgage was sold to them from XXXX XXXX. They are very difficult to work with, they commit acts of fraud, and they do not answer their phones. 

I changed my automatic payment to a new bank toward teh end of XXXX. The website said it would be effective one month later or XX/XX/XXXX. Since the auto payment would not draw process for a month, to ensure I was not in default I made a one time payment. They then auto-drafted a payment for XX/XX/XXXX which was told by their website would not happen for another month later. I now paid my mortgage payment twice in a month causing me extreme financial hardship. I contacted them and actually got a representative. They said they would put through a credit. I never got a credit on my checking account but now they show a credit on my mortgage balance. They have stolen {$1300.00} from me. I tried to contact them and I continually get through the several minutes of "" account authentication '' to be disconnected. This mortgage servicing company MUST be investigated for fraud.",Mortgage
"I started investigating my mortgage in XXXX, by XX/XX/XXXX I suspected that this was a fraudulent transaction and started by sending refuse for cause without dishonor their requests for payment and inquiring about the details of this particular transaction. I was met with my questions being avoided and lack of meaningful response every time. It didn't appear that GAAP accounting was adhered to, and I suspected the accounting to be falsified. I later discovered that my Note funded the transaction and I wasn't given full disclosure. After trying to get answers that were never answered, I was met with a lawsuit from the opposing party 's debt collection attorneys at XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX who I believe is guilty of identity theft by using my private data and placing on the public record for unjust enrichment without having standing to do so and who had Never after multiple requests proved their authority to do what they've done. I submitted a complaint to the CFPB back in XXXX and I didn't receive a valid response to my complaint. All the company did was avoid my complaint and say they referred me to their attorneys back in XXXX of XXXX and they followed up my mailing copies of the Deed of Trust and basic mortgage documents that they always send to avoid direct questions. That response is unacceptable. I was never given full disclosure, I do not believe that I ever received a "" loan '' and it is obvious by their silence they have much to hide. Colorado Housing and Finance Authority was given notice by way of Notary presentment of their default and dishonor and opportunity to cure and they were send an affidavit of truth, opportunity to respond and a self executing contract that they agreed to if they refused to respond once again.. That Notice was sent out by registered and certified mail to the master servicer and their sub servicer. All have continued to acquiesce, therefore they have be default agreed to the attached self executing contract. They have not given me response to the notice of rescission, not have they returned my property as commanded by law. They continue to leave my home on the foreclosure sale list and have not returned any of my property as requested and as obligated by law.",Mortgage
"In XXXX, I owed {$38000.00} on my house when I left chapter XXXX bankruptcy. Under advice of my attorney, I did not reaffirm the loan due to house not being worth the loan value. Over the next couple of years, I tried to negotiate with XXXX  XXXX XXXX to keep my house. I filled out several loan modification applications and submitted them to the bank. In XXXX, I hired an attorney to assist with the loan modification process because of their constantly making me redo the application. That same year XXXX  XXXX XXXX foreclosed on my property and during the foreclosure they transferred the loan to Green Tree Servicing. My attorney submitted the application to Green Tree several times and in XXXX, they denied my application. My attorney advised me that Judge XXXX had setup a portal to monitor the banks handling of the process and I was forced back into bankruptcy. We had to make trial payments before being accepted into the process and on XX/XX/XXXX I signed the modification. 

At this same time The FTC entered into a settlement agreement with Green Tree which was signed on or about XX/XX/XXXX. In this agreement Green Tree entered into settlement in part for Green Trees misrepresentation of inaccurate amounts reported against loans they serviced. On XX/XX/XXXX, Green Tree signed the modification and increased my loan from {$38000.00} to {$59000.00}. 

I have not received any money from the settlement even though servicing of my loan by Green Tree fell within that time period during foreclosure they did not honor the in-process loan modification from XXXX  XXXX XXXX. 

We continued to struggle, and we had to have the loan modified again. Our loan was now being handled by Ditech and on XX/XX/XXXX the new modified agreement was increased to {$62.00}, XXXX. 

During the whole time we tried to get Green Tree and/or Ditech to explain why this extra money was added to our account. On XX/XX/XXXX of this year, I had to let the house go and I signed a deed in lieu of foreclosure. When I signed the papers, I was upset because I bought this house when I was XXXX years old and lived in for over 30 years.. I asked for copy of notarized paperwork from the notary who told me that he was under orders not to give me a copy. To date, ditech has never sent me a copy. 
In XXXX, Ditech filed foreclosure against me with my loan now being {$68000.00}. I filed a counter claim against Ditech ( see attachments ). On XX/XX/XXXX I received notice from one of Ditechs attorneys that I have no right to sue for Ditech misrepresenting money owed on my loan and/or previous violations of the FTC settlement which they have intentionally ignored and misrepresented amount of my loan plus reported these inaccurate amounts on my credit report. 

In Summary, when I left bankruptcy in XXXX the loan was {$38000.00}. The court would not approve the amount as it was higher than the actual value of {$20.00} - {$25000.00}. Instead Green Tree/ Ditech have used the loan modification process to obtain more than my loan was valued and more than the bankruptcy court would allow to reaffirm the loan. Furthermore, the Hamp program was offered to consumers to save their home which included the following provisions : 1.  Reduce Mortgage Principal 2. Reduce Interest Rate 3. Temporarily postpone or offer forbearance 4. Extend terms of current loan On XXXX of XXXX, XXXX XXXX   made available to consumers principal reduction modification which I would have been eligible for in the second modification but was never offered in my second loan modification. 

Despite knowledge of the requirements imposed through the Consent Order that was settled on XX/XX/XXXX, Green Tree - Ditech have continued to defrauding consumers by : 1. False representation of amount owed on my property through the loan modifications 2. Failure to abide by the order and issue money to me in accordance with the settlement 3. False or inaccurate information being reported on my credit report 4. Not abiding by modification rules to reduce principal Finally they have misrepresented to the bankruptcy court that they are acting in good faith but they are using the court to cause willful and malicious injury to the consumer by not allowing them due process in filing counter claims to preserve their rights to sue for damages arising out of their continued and willful violation of the Consent Order signed with the FTC on XX/XX/XXXX. 
Please also note the facts and evidence attached with this complaint. 



XXXX XXXX XXXX XX/XX/XXXX 1. Loan_Principal_XXXX { PLEASE NOTE REFERENCES ARE TO ATTACHED ATTACHMENTS } 2.  Br_notes_Redacted 3. dismissal_loan_mod 4. Judge_XXXX & Guidelines Bankruptcy Judge 5. Loan mod 6. XXXX XXXX. Complaint-foreclosure 8. Counter Complaint 9. XXXX 10. Principal increase 11. HAMP 12. XXXX 13. Bankruptcy stay",Mortgage
"My loan was originally with Benchmark Home Loans. My loan was sold in approximately XX/XX/XXXX, and Mr. Cooper became my new mortgage servicer. Prior to Mr. Cooper becoming my mortgage servicer, I placed my homeowners insurance with XXXX XXXX XXXX Mr. Cooper has been receiving mortgage payments along with payments into an escrow account to pay my insurance renewal. 

My homeowners insurance renewal bill was issued by XXXX XXXX XXXX Mr. Cooper did not issue a check to pay the preium XXXX per their own admission. My premium payment was due XX/XX/XXXX. On XX/XX/XXXX, my premium was 8 days overdue with XXXX and they advised they had not received payment from Mr. Cooper. Therefore, I was forced to pay my homeowners insurance premium in the amount of {$2000.00} in full to avoid my policy being rescinded/cancelled for non-payment of premium. 

I pay into an escrow account and expect my mortgage servicer to promptly pay taxes and insurance bills. Mr. Cooper failed to pay my insurance bill timely, which could have resulted in a significant exposure by having my insurance rescinded, leading to higher premiums with less coverage. I have also had to previously remind them to pay my county tax bill to avoid penalties. Further, Mr. Cooper 's recent data breach has exposed my personal information. Mr. Cooper is failing to promptly service my escrow account and does not appear to be taking appropriate action to protect my interests.",Mortgage
"Please see my response to Huntington via the CFPB site : Complaint # XXXX Huntington continues to : - Charge me for interest incorrectly due to their negligence - Misapply funds that should be applied per my direction that they hold illegally in Escrow - Communicate that a scheduled subsequent refund XXXX XXXX will be received by Huntington, not my wife and I, and they will immediately hold that money in Escrow",Mortgage
I recibe a compliant response from this new mortgage company and as with XXXX XXXX XXXX they are started to lie and not answer my complaint 1 amount they say I owed no prove no prove why they keep changing the amount their new amount is {$1500.00} they claimed I missed this payment 4 years ago!!! XX/XX/2015 at the time I was paying what the court say or they presented to the court remember everything was force by the court they have already add XXXX to my mortgage a house that was worth XXXX if you see the partem fraud all around as forced me to signed a so contract by the way a contract is done when 2 parties agreed into it but my low income and situation dose not aloud me and their called loan modification help only sink me more into their fraudulent now the house has gain some value they change to a new this shellpoint Mortgage Services and this people same or worse playing the same tune 2 they keep lying about a bankruptcy with a forge paper you can see how they add with a formal paper with a pen that says a lot about them and the third question was why they send me a papers for a loan modification what happens to the loan modification they supposed to know I was in before they got this loan why they do not know anything or have any papers from this loan break down,Mortgage
"My XX/XX/XXXX taxes which are escrowed were not paid according to my legal signed wishes. I was told i didn't send in my Wisconsin Escrow Option, which in essence was signed during my closing on XX/XX/XXXX. After I contacted them after realizing I had not received a receipt like I normally do that is what I was told. I was then told to send in my copy of the document, which they should have had on file, it was part of my closing documents, everything else got updated accordingly, my mortgage statements come and get paid. I did that and send it to the research department. I did that and I received a letter dated XX/XX/19 stating that they did not receive a copy in time and they defaulted me to option 3, which states : The Lender will pay the property taxes when due from my escrow account. I selected option 2 : The Lender will pay the property taxes from my escrow account by by XX/XX/XXXX ... with other parameters to do so. My document is legal and binding just as every other document that I signed to refinance my loan, I feel just we are sorry you are not happy with your experience is not enough. I feel they are very callous and really unconcerned, still didn't opt to my chosen option even after providing them with the document they should have had on file. I had to call in to find out no, they didn't do anything to get the payment in and also had chose still the default option. The customer service rep updated to my option 2, upon me calling me. This is unacceptable and I want it reported, I have to suffer for my XX/XX/XXXX non payment of property taxes for filing my XX/XX/XXXX taxes now ...",Mortgage
"On XX/XX/XXXX I requested the removal of Private Mortgage Insurance from my loan, from which lender PennyMac requested an Appraisal. 
The appraisal showed the LTV was less than required 80 %, and they proceed and removed the PMI payment from my monthly payment After Escrow account revision done in XX/XX/XXXX, I did not agree with the terms and requested de deletion of Escrow Account. 
Lender requested the payment of the shortage for the time of the request, which I made the same day, for an amount of {$5500.00}. 
After payment was reflected in my account I called again and requested the Escrow deletion, which they processed. 2 Weeks later I received a Denial letter saying that an loan to value ( LTV ) ratio was not met, which is not true as they do have the latest Property appraisal which shows less than 80 % of LTV ; and they used it to remove the PMI payment. 
I need all Escrows payments removed as I comply with all requirements for it.",Mortgage
